file_name,file_path,class_name,class_index
A1.jpg,.\tP\alph_train\A\A1.jpg,A,0
A10.jpg,.\tP\alph_train\A\A10.jpg,A,0
A100.jpg,.\tP\alph_train\A\A100.jpg,A,0
A1000.jpg,.\tP\alph_train\A\A1000.jpg,A,0
A1001.jpg,.\tP\alph_train\A\A1001.jpg,A,0
A1004.jpg,.\tP\alph_train\A\A1004.jpg,A,0
A1005.jpg,.\tP\alph_train\A\A1005.jpg,A,0
A1006.jpg,.\tP\alph_train\A\A1006.jpg,A,0
A1009.jpg,.\tP\alph_train\A\A1009.jpg,A,0
A101.jpg,.\tP\alph_train\A\A101.jpg,A,0
A1010.jpg,.\tP\alph_train\A\A1010.jpg,A,0
A1012.jpg,.\tP\alph_train\A\A1012.jpg,A,0
A1013.jpg,.\tP\alph_train\A\A1013.jpg,A,0
A1016.jpg,.\tP\alph_train\A\A1016.jpg,A,0
A1017.jpg,.\tP\alph_train\A\A1017.jpg,A,0
A1018.jpg,.\tP\alph_train\A\A1018.jpg,A,0
A1021.jpg,.\tP\alph_train\A\A1021.jpg,A,0
A1022.jpg,.\tP\alph_train\A\A1022.jpg,A,0
A1024.jpg,.\tP\alph_train\A\A1024.jpg,A,0
A1025.jpg,.\tP\alph_train\A\A1025.jpg,A,0
A1028.jpg,.\tP\alph_train\A\A1028.jpg,A,0
A1029.jpg,.\tP\alph_train\A\A1029.jpg,A,0
A1030.jpg,.\tP\alph_train\A\A1030.jpg,A,0
A1033.jpg,.\tP\alph_train\A\A1033.jpg,A,0
A1034.jpg,.\tP\alph_train\A\A1034.jpg,A,0
A1036.jpg,.\tP\alph_train\A\A1036.jpg,A,0
A1037.jpg,.\tP\alph_train\A\A1037.jpg,A,0
A104.jpg,.\tP\alph_train\A\A104.jpg,A,0
A1040.jpg,.\tP\alph_train\A\A1040.jpg,A,0
A1041.jpg,.\tP\alph_train\A\A1041.jpg,A,0
A1042.jpg,.\tP\alph_train\A\A1042.jpg,A,0
A1045.jpg,.\tP\alph_train\A\A1045.jpg,A,0
A1046.jpg,.\tP\alph_train\A\A1046.jpg,A,0
A1048.jpg,.\tP\alph_train\A\A1048.jpg,A,0
A1049.jpg,.\tP\alph_train\A\A1049.jpg,A,0
A105.jpg,.\tP\alph_train\A\A105.jpg,A,0
A1052.jpg,.\tP\alph_train\A\A1052.jpg,A,0
A1053.jpg,.\tP\alph_train\A\A1053.jpg,A,0
A1054.jpg,.\tP\alph_train\A\A1054.jpg,A,0
A1057.jpg,.\tP\alph_train\A\A1057.jpg,A,0
A1058.jpg,.\tP\alph_train\A\A1058.jpg,A,0
A106.jpg,.\tP\alph_train\A\A106.jpg,A,0
A1060.jpg,.\tP\alph_train\A\A1060.jpg,A,0
A1061.jpg,.\tP\alph_train\A\A1061.jpg,A,0
A1064.jpg,.\tP\alph_train\A\A1064.jpg,A,0
A1065.jpg,.\tP\alph_train\A\A1065.jpg,A,0
A1066.jpg,.\tP\alph_train\A\A1066.jpg,A,0
A1069.jpg,.\tP\alph_train\A\A1069.jpg,A,0
A1070.jpg,.\tP\alph_train\A\A1070.jpg,A,0
A1072.jpg,.\tP\alph_train\A\A1072.jpg,A,0
A1073.jpg,.\tP\alph_train\A\A1073.jpg,A,0
A1076.jpg,.\tP\alph_train\A\A1076.jpg,A,0
A1077.jpg,.\tP\alph_train\A\A1077.jpg,A,0
A1078.jpg,.\tP\alph_train\A\A1078.jpg,A,0
A1081.jpg,.\tP\alph_train\A\A1081.jpg,A,0
A1082.jpg,.\tP\alph_train\A\A1082.jpg,A,0
A1084.jpg,.\tP\alph_train\A\A1084.jpg,A,0
A1085.jpg,.\tP\alph_train\A\A1085.jpg,A,0
A1088.jpg,.\tP\alph_train\A\A1088.jpg,A,0
A1089.jpg,.\tP\alph_train\A\A1089.jpg,A,0
A109.jpg,.\tP\alph_train\A\A109.jpg,A,0
A1090.jpg,.\tP\alph_train\A\A1090.jpg,A,0
A1093.jpg,.\tP\alph_train\A\A1093.jpg,A,0
A1094.jpg,.\tP\alph_train\A\A1094.jpg,A,0
A1096.jpg,.\tP\alph_train\A\A1096.jpg,A,0
A1097.jpg,.\tP\alph_train\A\A1097.jpg,A,0
A110.jpg,.\tP\alph_train\A\A110.jpg,A,0
A1100.jpg,.\tP\alph_train\A\A1100.jpg,A,0
A1101.jpg,.\tP\alph_train\A\A1101.jpg,A,0
A1102.jpg,.\tP\alph_train\A\A1102.jpg,A,0
A1105.jpg,.\tP\alph_train\A\A1105.jpg,A,0
A1106.jpg,.\tP\alph_train\A\A1106.jpg,A,0
A1108.jpg,.\tP\alph_train\A\A1108.jpg,A,0
A1109.jpg,.\tP\alph_train\A\A1109.jpg,A,0
A1112.jpg,.\tP\alph_train\A\A1112.jpg,A,0
A1113.jpg,.\tP\alph_train\A\A1113.jpg,A,0
A1114.jpg,.\tP\alph_train\A\A1114.jpg,A,0
A1117.jpg,.\tP\alph_train\A\A1117.jpg,A,0
A1118.jpg,.\tP\alph_train\A\A1118.jpg,A,0
A112.jpg,.\tP\alph_train\A\A112.jpg,A,0
A1120.jpg,.\tP\alph_train\A\A1120.jpg,A,0
A1121.jpg,.\tP\alph_train\A\A1121.jpg,A,0
A1124.jpg,.\tP\alph_train\A\A1124.jpg,A,0
A1125.jpg,.\tP\alph_train\A\A1125.jpg,A,0
A1126.jpg,.\tP\alph_train\A\A1126.jpg,A,0
A1129.jpg,.\tP\alph_train\A\A1129.jpg,A,0
A113.jpg,.\tP\alph_train\A\A113.jpg,A,0
A1130.jpg,.\tP\alph_train\A\A1130.jpg,A,0
A1132.jpg,.\tP\alph_train\A\A1132.jpg,A,0
A1133.jpg,.\tP\alph_train\A\A1133.jpg,A,0
A1136.jpg,.\tP\alph_train\A\A1136.jpg,A,0
A1137.jpg,.\tP\alph_train\A\A1137.jpg,A,0
A1138.jpg,.\tP\alph_train\A\A1138.jpg,A,0
A1141.jpg,.\tP\alph_train\A\A1141.jpg,A,0
A1142.jpg,.\tP\alph_train\A\A1142.jpg,A,0
A1144.jpg,.\tP\alph_train\A\A1144.jpg,A,0
A1145.jpg,.\tP\alph_train\A\A1145.jpg,A,0
A1148.jpg,.\tP\alph_train\A\A1148.jpg,A,0
A1149.jpg,.\tP\alph_train\A\A1149.jpg,A,0
A1150.jpg,.\tP\alph_train\A\A1150.jpg,A,0
A1153.jpg,.\tP\alph_train\A\A1153.jpg,A,0
A1154.jpg,.\tP\alph_train\A\A1154.jpg,A,0
A1156.jpg,.\tP\alph_train\A\A1156.jpg,A,0
A1157.jpg,.\tP\alph_train\A\A1157.jpg,A,0
A116.jpg,.\tP\alph_train\A\A116.jpg,A,0
A1160.jpg,.\tP\alph_train\A\A1160.jpg,A,0
A1161.jpg,.\tP\alph_train\A\A1161.jpg,A,0
A1162.jpg,.\tP\alph_train\A\A1162.jpg,A,0
A1165.jpg,.\tP\alph_train\A\A1165.jpg,A,0
A1166.jpg,.\tP\alph_train\A\A1166.jpg,A,0
A1168.jpg,.\tP\alph_train\A\A1168.jpg,A,0
A1169.jpg,.\tP\alph_train\A\A1169.jpg,A,0
A117.jpg,.\tP\alph_train\A\A117.jpg,A,0
A1172.jpg,.\tP\alph_train\A\A1172.jpg,A,0
A1173.jpg,.\tP\alph_train\A\A1173.jpg,A,0
A1174.jpg,.\tP\alph_train\A\A1174.jpg,A,0
A1177.jpg,.\tP\alph_train\A\A1177.jpg,A,0
A1178.jpg,.\tP\alph_train\A\A1178.jpg,A,0
A118.jpg,.\tP\alph_train\A\A118.jpg,A,0
A1180.jpg,.\tP\alph_train\A\A1180.jpg,A,0
A1181.jpg,.\tP\alph_train\A\A1181.jpg,A,0
A1184.jpg,.\tP\alph_train\A\A1184.jpg,A,0
A1185.jpg,.\tP\alph_train\A\A1185.jpg,A,0
A1186.jpg,.\tP\alph_train\A\A1186.jpg,A,0
A1189.jpg,.\tP\alph_train\A\A1189.jpg,A,0
A1190.jpg,.\tP\alph_train\A\A1190.jpg,A,0
A1192.jpg,.\tP\alph_train\A\A1192.jpg,A,0
A1193.jpg,.\tP\alph_train\A\A1193.jpg,A,0
A1196.jpg,.\tP\alph_train\A\A1196.jpg,A,0
A1197.jpg,.\tP\alph_train\A\A1197.jpg,A,0
A1198.jpg,.\tP\alph_train\A\A1198.jpg,A,0
A1201.jpg,.\tP\alph_train\A\A1201.jpg,A,0
A1202.jpg,.\tP\alph_train\A\A1202.jpg,A,0
A1204.jpg,.\tP\alph_train\A\A1204.jpg,A,0
A1205.jpg,.\tP\alph_train\A\A1205.jpg,A,0
A1208.jpg,.\tP\alph_train\A\A1208.jpg,A,0
A1209.jpg,.\tP\alph_train\A\A1209.jpg,A,0
A121.jpg,.\tP\alph_train\A\A121.jpg,A,0
A1210.jpg,.\tP\alph_train\A\A1210.jpg,A,0
A1213.jpg,.\tP\alph_train\A\A1213.jpg,A,0
A1214.jpg,.\tP\alph_train\A\A1214.jpg,A,0
A1216.jpg,.\tP\alph_train\A\A1216.jpg,A,0
A1217.jpg,.\tP\alph_train\A\A1217.jpg,A,0
A122.jpg,.\tP\alph_train\A\A122.jpg,A,0
A1220.jpg,.\tP\alph_train\A\A1220.jpg,A,0
A1221.jpg,.\tP\alph_train\A\A1221.jpg,A,0
A1222.jpg,.\tP\alph_train\A\A1222.jpg,A,0
A1225.jpg,.\tP\alph_train\A\A1225.jpg,A,0
A1226.jpg,.\tP\alph_train\A\A1226.jpg,A,0
A1228.jpg,.\tP\alph_train\A\A1228.jpg,A,0
A1229.jpg,.\tP\alph_train\A\A1229.jpg,A,0
A1232.jpg,.\tP\alph_train\A\A1232.jpg,A,0
A1233.jpg,.\tP\alph_train\A\A1233.jpg,A,0
A1234.jpg,.\tP\alph_train\A\A1234.jpg,A,0
A1237.jpg,.\tP\alph_train\A\A1237.jpg,A,0
A1238.jpg,.\tP\alph_train\A\A1238.jpg,A,0
A124.jpg,.\tP\alph_train\A\A124.jpg,A,0
A1240.jpg,.\tP\alph_train\A\A1240.jpg,A,0
A1241.jpg,.\tP\alph_train\A\A1241.jpg,A,0
A1244.jpg,.\tP\alph_train\A\A1244.jpg,A,0
A1245.jpg,.\tP\alph_train\A\A1245.jpg,A,0
A1246.jpg,.\tP\alph_train\A\A1246.jpg,A,0
